"","item_name","group","subcategory","url","path","description","scrape_status"
"173","Witch Hat","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Witch+Hat","/Witch+Hat","Hat of the Rogue Witch Beatrice.Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal.","ok_blockquote"
"174","Xanthous Crown","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Xanthous+Crown","/Xanthous+Crown","A mysterious item once worn by the Xanthous King Jeremiah, the legendary exile. No one knows where it came from. The crown bears high-quality cloth which is quite soft to the touch, but its bright yellow color stings the eyes, and it is clearly far too big.""","ok_blockquote"
"175","Anklet of the Great Lord","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Anklet+of+the+Great+Lord","/Anklet+of+the+Great+Lord","""Anklet of Gwyn, Lord of Cinder, who linked the First Flame. Lord Gwyn, bearer of the ultimate soul, divided that power among his clan before linking the flame. When he departed, he left only with his greatsword, his garb, and the crown, now bereft of power.""","ok_p_tag"
"176","Antiquated Skirt","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Antiquated+Skirt","/Antiquated+Skirt","""A skirt from the ancient fallen land of Oolacile. Its ivory-colored silk features elaborate embroidery and is imbued with ancient magic power. One cannot expect any physical protection from this garment, as it was not meant to be worn in battle.""","ok_p_tag"
"177","Balder Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Balder+Leggings","/Balder+Leggings","""Leggings worn by the knights of the ancient kingdom of Balder. It is made from thick iron plates. Balder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned .""","ok_p_tag"
"178","Black Iron Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Black+Iron+Leggings","/Black+Iron+Leggings","""Leggings of Black Iron Tarkus, a knight known for his great strength. Built of a special black iron and providing strong defense, notably against fire, but so terrible heavy to be unwieldy to all but Tarkus himself.""","ok_p_tag"
"179","Black Knight Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Black+Knight+Leggings","/Black+Knight+Leggings","""Leggings of the Black Knights who haunt Lordran. The knights followed Lord Gwyn when he departed to link the flame, but they were burned to ashes in newly kindled fire, wandering the world as disembodied spirits ever after .""","ok_p_tag"
"180","Black Leather Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Black+Leather+Boots","/Black+Leather+Boots","""This armor is made of smooth black leather is extremely quiet, a good thing for those who hide in the shadows. The leather itself is thick, offering a decent level of protection.""","ok_p_tag"
"181","Black Sorcerer Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Black+Sorcerer+Boots","/Black+Sorcerer+Boots","""Boots worn by the secret sorcerers at Vinheim Dragon School. They secretly work with sound-based spells, and never reveal themselves.""","ok_p_tag"
"182","Black Tights","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Black+Tights","/Black+Tights","""Tights worn by pardoners serving Velka, the Goddess of Sin. The pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic.""","ok_p_tag"
"183","Blood-Stained Skirt","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Blood-Stained+Skirt","/Blood-Stained+Skirt","""Worn by the Fire Keeper at Firelink Shrine. It is thought to have once been the white skirt of a maiden, but its true origin is lost in patches of blood. Perhaps its former wearer was maimed to prevent escape?""","ok_p_tag"
"184","Boots of the Explorer","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Boots+of+the+Explorer","/Boots+of+the+Explorer","""Strange boots from the ancient land of Zena, birthplace of the curious dealer Domhnall. The inlaid silver rings symbolize an explorer.""","ok_p_tag"
"185","Brass Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Brass+Leggings","/Brass+Leggings","""Leggings of the Darkmoon Knightess, Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of Darkmoon, and assumed the flame-keeping duty. She received these leggings, which hides her hideous form and help her hunt the guilty.""","ok_p_tag"
"186","Brigand Trousers","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Brigand+Trousers","/Brigand+Trousers","""Worn by the brigands who raid mountain hamlets and attack travelers. The addition of metal over a base of cloth and leather offers good mobility and defense.""","ok_p_tag"
"187","Catarina Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Catarina+Leggings","/Catarina+Leggings","""Distinctively shaped leggings worn by the Knights of Catarina. Outside of Caterina, they are often ridiculed for their onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying.""","ok_p_tag"
"188","Chain Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Chain+Leggings","/Chain+Leggings","""Chainmail leggings of thin interlinking rings of steel. It is common throughout the human world since it can be easily produced, it is not too heavy, and offers good defense. Knights may favor flashy armor, but for warriors on the battlefield, anything is fine as long as it keeps them alive.""","ok_p_tag"
"189","Chester's Trousers","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Chester's+Trousers","/Chester's+Trousers","""Black leather trousers worn by Marvellous Chester, a man of mystery lost in the past. These exquisitely sewn trousers are decorated with silver trinkets of varying sizes, and have straps on the inner legs for carrying crossbow bolts.""","ok_p_tag"
"190","Crimson Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Crimson+Waistcloth","/Crimson+Waistcloth","""Waistcloth of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark. The Sealers were once known as healers, and the bright crimson was a symbol of that.""","ok_p_tag"
"191","Crystalline Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Crystalline+Leggings","/Crystalline+Leggings","""Leggings worn by a Hollowed knight, who was partially crystallized. The crystal power provides good defense, but they cannot be used for long because they are easily broken and cannot be repaired.""","ok_p_tag"
"192","Dark Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Dark+Leggings","/Dark+Leggings","""Leggings of the Darkwraiths, former knights of New Londo who descended into Dark. Their leggings transformed, and remain a symbol of the Dark servants and their diabolical art of Lifedrain.""","ok_p_tag"
"193","Eastern Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Eastern+Leggings","/Eastern+Leggings","""Distinctive leggings made in an Eastern land. Exquisitely crafted, these leggings offer excellent defense, particularly versus slash attacks, which are one of the main threats in battles in the East.""","ok_p_tag"
"194","Elite Knight Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Elite+Knight+Leggings","/Elite+Knight+Leggings","""Leggings of a nameless knight, perhaps an elite knight of Astora. Although he was loath to give up on his Undead mission, he perished at the Undead Asylum, and went Hollow.""","ok_p_tag"
"195","Giant Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Giant+Leggings","/Giant+Leggings","""Leggings of the giant sentinels of Anor Londo. Made from ancient brass, they also offer protection versus non-physical attacks, but due to their giant size, they are extremely heavy for humans, and impede stamina recovery.""","ok_p_tag"
"196","Gold-Hemmed Black Skirt","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Gold-Hemmed+Black+Skirt","/Gold-Hemmed+Black+Skirt","""Worn by the witch Quelana of Izalith, mother of pyromancy and Daughter of Chaos. She wore this gold-hemmed black skirt before even the Age of Fire, and it offers strong resistance versus fire, poison, and other perils.""","ok_p_tag"
"197","Golem Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Golem+Leggings","/Golem+Leggings","""Legs of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo. Without its core, they are mere hunks of iron, and can be equipped as solid protective gear, but their immense weight hinders stamina recovery.""","ok_p_tag"
"198","Gough's Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Gough's+Leggings","/Gough's+Leggings","""Leggings of Hawkeye Gough, one of Gwyn's Four Knights. Received as a decoration of honor. Crafted of similar material to the gauntlets worn by the Silver Knights.""","ok_p_tag"
"199","Guardian Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Guardian+Leggings","/Guardian+Leggings","""Leggings of the stone knights, guardians of the forest sanctuary. The stone knights are golems animated by magic, and their enchanted leggings are oppressively heavy.""","ok_p_tag"
"200","Hard Leather Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Hard+Leather+Boots","/Hard+Leather+Boots","""Boots made of thick leather. Very common type of protective gear, they provide a sound level of defense.""","ok_p_tag"
"201","Havel's Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Havel's+Leggings","/Havel's+Leggings","""Leggings worn by Havel the Rock's warriors. Carved from solid rock, their tremendous weight is matched only by the defense it provides. Havel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp.""","ok_p_tag"
"202","Heavy Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Heavy+Boots","/Heavy+Boots","""Boots made of thick leather. The boots of the pyromancers are incredibly tough, on account of the rugged grasslands and treacherous swamps they must traverse. Their soles are nearly impenetrable.""","ok_p_tag"
"203","Hollow Soldier Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Hollow+Soldier+Waistcloth","/Hollow+Soldier+Waistcloth","""Waistcloth worn by Hollow soldiers. It is so tattered that it barely serves its purpose anymore.""","ok_p_tag"
"204","Hollow Thief's Tights","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Hollow+Thief's+Tights","/Hollow+Thief's+Tights","""Tights worn by Hollow thieves. They stifle noise and help their wearer hide in the shadows.""","ok_p_tag"
"205","Hollow Warrior Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Hollow+Warrior+Waistcloth","/Hollow+Warrior+Waistcloth","""Waistcloth worn by Hollow Warriors. It is so tattered that it barely serves its purpose anymore.""","ok_p_tag"
"206","Holy Trousers","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Holy+Trousers","/Holy+Trousers","""Trousers donned by men of the cloth. Though plain to the eye, its hardy fabric repels rain and keeps the body warm. Those dissatisfied with church teachings must test their faith by going on a spiritual journey. Such is the ritual self-purification of the Way of White.""","ok_p_tag"
"207","Iron Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Iron+Leggings","/Iron+Leggings","""Leggings of Solaire of Astora, Knight of Sunlight. Of high quality, but lacking any particular powers. Solaire's incredible prowess must have come from rigorous training alone, for his equipment exhibits no special traits.""","ok_p_tag"
"208","Knight Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Knight+Leggings","/Knight+Leggings","""Legging sequipment of a lower a rank knight. Despite the thin metal used, the grooved texture gives them added protection.""","ok_p_tag"
"209","Leather Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Leather+Boots","/Leather+Boots","""Made of soft leather. Very common type of protective gear.""","ok_p_tag"
"210","Leggings of Artorias","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Leggings+of+Artorias","/Leggings+of+Artorias","""Leggings of Artorias the Abysswalker, one of Gwyn's four knights. The death of the their owner can be surmised from the corrosive Dark of the Abyss, which has compromised their protective utility.""","ok_p_tag"
"211","Leggings of Favor","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Leggings+of+Favor","/Leggings+of+Favor","""Leggings of Lautrec the Embraced, representing the goddess Fina's love. During his solitude, he forsook everything, for he believed in the goddess's love for him.""","ok_p_tag"
"212","Leggings of Thorns","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Leggings+of+Thorns","/Leggings+of+Thorns","""Leggings of Kirk, knight of Thorns and notorious member of the Darkwraiths. A dense patch of thorns grows from their surface. They are a fitting item for the murderous Kirk, for by simply wearing them and rolling, one can damage enemies.""","ok_p_tag"
"213","Lord's Blade Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Lord's+Blade+Waistcloth","/Lord's+Blade+Waistcloth","""Waistcloth worn by the Lord's Blade Ciaran, one of Gwyn's four knights. Waistcloth common to all of the Lord's Blades. These deadly women shift nimbly between layers of darkness, etching streaks of gold into the night air, and planting visions of terror into the minds of their targets.""","ok_p_tag"
"214","Maiden Skirt","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Maiden+Skirt","/Maiden+Skirt","""White skirt worn by traveling maidens. It is part of their formal attire, regardless of rank. It is soft and well-made, but does not offer much in the way of defense, making it ill- suited to use in battle.""","ok_p_tag"
"215","Moonlight Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Moonlight+Waistcloth","/Moonlight+Waistcloth","""Waistcloth of the Dark Sun Gwyndolin, protector of the forsaken city of Anor Londo. The power of the moon was strong in Gwyndolin, and thus he was raised as a daughter. His magic garb is silk-thin, and hardly provides any physical defense.""","ok_p_tag"
"216","Ornstein's Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Ornstein's+Leggings","/Ornstein's+Leggings","""Leggings of the dragonslayer Ornstein, who guards the cathedral in the forsaken city of Anor Londo. Ornstein is believed to be the captain of the Four Knights. His golden lion leggings are imbued with the power of lightning and should provide good protection against it..""","ok_p_tag"
"217","Painting Guardian Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Painting+Guardian+Waistcloth","/Painting+Guardian+Waistcloth","""Waistcloth worn by the alabaster-clothed guardians of the paintings in Anor Londo. Offer substantial protection versus magic. They have guarded the Great Painting of Ariamis for ages, passing their duty down through generations, but the reason for doing so passed from all memory long ago.""","ok_p_tag"
"218","Paladin Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Paladin+Leggings","/Paladin+Leggings","""Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White.""","ok_p_tag"
"219","Shadow Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Shadow+Leggings","/Shadow+Leggings","""Black cloth leggings worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts. White they sacrifice defense for the sake of greater mobility, they do offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage.""","ok_p_tag"
"220","Silver Knight Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Silver+Knight+Leggings","/Silver+Knight+Leggings","""Leggings of the Silver Knights who protect Anor Londo. When Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess.""","ok_p_tag"
"221","Smough's Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Smough's+Leggings","/Smough's+Leggings","""Leggings of Smough, the Executioner, protector of the cathedral at the forsaken city of Anor Londo. It offers extremely high defense and can be worn by humans, but not without great difficulty.""","ok_p_tag"
"222","Sorcerer Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Sorcerer+Boots","/Sorcerer+Boots","""Hat worn by proper sorcerers who studied at Vinheim Dragon School. The majority take pride in having studied at the academy and look down on breaking the formal dress code established for sorcerers.""","ok_p_tag"
"223","Steel Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Steel+Leggings","/Steel+Leggings","""Leggings of the Knights of Berenike, known for their heavy armaments and armor Countless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead.""","ok_p_tag"
"224","Stone Leggings","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Stone+Leggings","/Stone+Leggings","""Moss-covered leggings of the Stone Knight, defender of the Darkroot Garden. The Stone Knight is a product of ancient magic, and although these leggings are also imbued with magic, they are incredibly heavy.""","ok_p_tag"
"225","Travelling Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Travelling+Boots","/Travelling+Boots","""Boots worn by Big Hat Logan. They are indistinguishable from the ordinary kind worn by travelers.""","ok_p_tag"
"226","Waistcloth of the Channelers","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Waistcloth+of+the+Channelers","/Waistcloth+of+the+Channelers","""Waistcloth of the Channelers, sorcerers that serve Seath the Scaleless. Even after the onset of Seath's madness, the ""snatchers"" as they were often called, ventured to far lands to find suitable human specimens. The heaviest of protective gear for sorcerers, and imbued with magic.""","ok_p_tag"
"227","Wanderer Boots","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Wanderer+Boots","/Wanderer+Boots","""Boots of an aimless traveler. Made from sturdy leather. A must-have for long journeys.""","ok_p_tag"
"228","Witch Skirt","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Witch+Skirt","/Witch+Skirt","""Skirt of the rogue witch Beatrice. Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal.""","ok_p_tag"
"229","Xanthous Waistcloth","ARMOR","Leg Armor","https://darksouls.wiki.fextralife.com/Xanthous+Waistcloth","/Xanthous+Waistcloth","""A mysterious item once worn by the Xanthous King Jeremiah, the legendary exile. No one knows where it came from. It may be tattered, but its bright yellow color still stings the eyes.""","ok_p_tag"
"230","Egg Head","ARMOR","Unique Armor","https://darksouls.wiki.fextralife.com/Egg+Head","/Egg+Head","An egg implanted on the head by a type of parasite bearing eggs on its back.The nightmare begins with a slight itch on the head, and soon the parasite will be siphoning the souls of slain enemies.Unless you find this amusing, quickly use Egg Vermifuge to purge it.","ok_blockquote"
"231","Dragonslayer Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Dragonslayer+Arrow","/Dragonslayer+Arrow","Giant dragon-hunting arrows, resembling iron spears. Used by Hawkeye Gough and his Dragonslayers, they puncture human flesh easily. Dragonslayer Arrows can only be used with the Dragonslayer Greatbow, and vice-versa.","ok_blockquote"
"232","Feather Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Feather+Arrow","/Feather+Arrow","Red feather arrows of the Lord's hunters. Their long range makes them effective for sniping.","ok_blockquote"
"233","Fire Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Fire+Arrow","/Fire+Arrow","Arrows fired with flaming tips. Inflicts fire damage.","ok_blockquote"
"234","Gough's Great Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Gough's+Great+Arrow","/Gough's+Great+Arrow","Great arrow used by Hawkeye Gough, one of Lord Gwyn's Four Knights, for dragon slaying. Requires Greatbow. Gough personally crafts each stone tip, and wraps the shaft tightly with tree bark.","ok_blockquote"
"235","Heavy Bolt","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Heavy+Bolt","/Heavy+Bolt","Large bolt. Used mainly with the Heavy Crossbow. These weighty bolts inflict high damage, but have reduced range.","ok_blockquote"
"236","Large Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Large+Arrow","/Large+Arrow","Large arrow. Heavier arrows cause more damage, but have a shorter range.","ok_blockquote"
"237","Lightning Bolt","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Lightning+Bolt","/Lightning+Bolt","Special bolts imbued with lightning, crafted by the giant blacksmith of Anor Londo. The giant blacksmith has never seen a crossbow, but remembers the specifications of the bolts requested by ancient warriors","ok_blockquote"
"238","Moonlight Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Moonlight+Arrow","/Moonlight+Arrow","Arrow granted to those bound by Covenant to the Dark Sun Gwyndolin, Lord Gwyn's lastborn. Moonlight Arrows glow silver, and inflict magic damage.","ok_blockquote"
"239","Poison Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Poison+Arrow","/Poison+Arrow","Arrow with point dipped in poison. Ensures the demise of prey in a hunt, or the target in an assassination. Once an enemy is poisoned, one need only wait.","ok_blockquote"
"240","Sniper Bolt","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Sniper+Bolt","/Sniper+Bolt","Red feather bolts used with the Sniper Crossbow. Their long range makes them effective for sniping.","ok_blockquote"
"241","Standard Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Standard+Arrow","/Standard+Arrow","Standard arrow. Arrows must be equipped to be fired.","ok_blockquote"
"242","Standard Bolt","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Standard+Bolt","/Standard+Bolt","Standard crossbow bolt. Used mainly with the Light Crossbow. Equip crossbow with a bolt to fire","ok_blockquote"
"243","Wood Bolt","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Wood+Bolt","/Wood+Bolt","Basic wood bolt. These bolts do not fly particularly far, nor do they inflict a terrible amount of damage, but their cheap cost makes them useful when volume is required.","ok_blockquote"
"244","Wooden Arrow","ITEMS","Ammunition","https://darksouls.wiki.fextralife.com/Wooden+Arrow","/Wooden+Arrow","Standard arrow. These arrows do not fly particularly far, nor do they inflict a terrible amount of damage, but their cheap cost makes them useful when volume is required.","ok_blockquote"
"245","Bloodred Moss Clump","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Bloodred+Moss+Clump","/Bloodred+Moss+Clump","Medicinal red moss clump. Reduces bleeding build-up.Bleeding builds up when attacked by sharp blades or spikes, and once triggered causes severe damage. Use this moss clump before it reaches that point.","ok_blockquote"
"246","Blooming Purple Moss Clump","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Blooming+Purple+Moss+Clump","/Blooming+Purple+Moss+Clump","Potently medicinal moss clump with a flower. Reduces poison and toxin. Restores status. Toxin is a more vicious form of poison which quickly leads to death. Moss clumps without a flower are useless against toxin, and a lack of these moss clumps could lead to an early demise.","ok_blockquote"
"247","Charcoal Pine Resin","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Charcoal+Pine+Resin","/Charcoal+Pine+Resin","Black charcoal-like pine resin. Applies fire to right-hand weapon. Affected weapon inflicts fire damage for a short time. Particularly effective against corporeal creatures and Undead, who have an instinctual fear of fire.","ok_blockquote"
"248","Divine Blessing","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Divine+Blessing","/Divine+Blessing","Holy water from Goddess Gwynevere. Fully restore HP and undo irregularities. The Goddess of Sunlight Gwynevere, daughter of the great Lord of Sunlight Gwyn, is cherished by all as the symbol of bounty and fertility.","ok_blockquote"
"249","Egg Vermifuge","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Egg+Vermifuge","/Egg+Vermifuge","Bitter, sour chestnut. Removes parasitic egg from body. The egg-bearers have chosen to serve the Flame of Chaos, and the eggs symbolize this selfless choice. Naturally these chestnuts are forbidden, but are allowed under special circumstances.","ok_blockquote"
"250","Elizabeth's Mushroom","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Elizabeth's+Mushroom","/Elizabeth's+Mushroom","Large medicinal mushroom of Elizabeth, keeper of the sanctuary.Eating this mushroom invigorates the flesh, and greatly restores HP for a limited duration.Its dramatic effect can make the difference between a warrior's life and death.","ok_blockquote"
"251","Estus Flask","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Estus+Flask","/Estus+Flask","The Undead treasure these dull green flasks. Fill with Estus at Bonfire. Fills HP. The Estus Flasks are linked to the Fire Keepers. The Dark Tales also make reference: An emerald flask, from the Keeper's soul. She lives to protect the flame, and dies to protect it further","ok_blockquote"
"252","Fire Keeper Soul","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Fire+Keeper+Soul","/Fire+Keeper+Soul","Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation of her bonfire, and a draw for the humanity which is offered to her. Her soul is gnawed by infinite humanity, and can boost the power of the precious Estus Flasks. It can be used to gain Humanity and restore HP at the cost of losing the Fire Keeper soul to reinforce the Estus Flasks.","ok_blockquote"
"253","Gold Pine Resin","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Gold+Pine+Resin","/Gold+Pine+Resin","Rare pine resin which emits golden sparks. Applies lightning to right-hand weapon.Affected weapon inflicts rare lightning damage, making it effective against targets which are resilient to both magic and fire. Very effective against dragon family foes","ok_blockquote"
"254","Green Blossom","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Green+Blossom","/Green+Blossom","Green weed, shaped like a flower. Temporary boost to stamina recovery speed.This uniquely bitter, biting herb is sometimes harvested in large quantities, but normally it is an annual plant found near water.","ok_blockquote"
"255","Homeward Bone","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Homeward+Bone","/Homeward+Bone","Bone fragment reduced to white ash. Return to last bonfire used for resting.Bonfires are fueled by bones of the Undead. In rare cases, the strong urge of their previous owner's to seek bonfires enchants their bones with a homeward instinct.","ok_blockquote"
"256","Humanity","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Humanity(Consumable)","/Humanity(Consumable)","Rare tiny black sprite found on corpses. Use to gain 1 humanity and restore a large amount of HP. This black sprite is called humanity, but little is known about its true nature.If the soul is the source of all life, then what distinguishes the humanity we hold within ourselves?","ok_blockquote"
"257","Prism Stone","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Prism+Stone","/Prism+Stone","Warm pebble emitting a beautiful phasing aura of seven colors, with a very rare eight.The rainbow stone does nothing special, but can serve as a path marker, and can be dropped off a cliff to judge height by the sound of descent.If a loud noise is heard upon its landing, then a fall off the ledge is surely lethal.","ok_blockquote"
"258","Purging Stone","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Purging+Stone","/Purging+Stone","Ash-colored stone encasing a skull. Secret treasure of Arstor, the Earl of Carim. Reduces curse build-up and breaks curse.Humans are helpless against curses, and can only redirect their influence.The Purging Stone does not dispel curses, but receives them as a surrogate. The stone itself was once a person or some other being.","ok_blockquote"
"259","Purple Moss Clump","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Purple+Moss+Clump","/Purple+Moss+Clump","Medicinal purple moss clump. Reduces poison build-up. Cures poison.Poison builds up in the body, and when it breaks out, it causes gradual damage over a period of time.Poison can be exasperating, so be certain to carry the needed quantity of these moss clumps when destined for an afflicted area.","ok_blockquote"
"260","Repair Powder","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Repair+Powder","/Repair+Powder","Lightly enchanted golden powder. Repairs weapon equipped in right hand.Use of a weapon depletes its durability, eventually rendering it ineffective.Repair Powder is a precious method of repair on the battlefield, as it obviates the need for a Repairbox.","ok_blockquote"
"261","Rotten Pine Resin","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Rotten+Pine+Resin","/Rotten+Pine+Resin","Rotten pine resin that has gained poison. Adds poison effect to right-hand weapon.Hits with affected weapon build up enemy poison level. If enemy is poisoned, damage will be inflicted for a period of time","ok_blockquote"
"262","Transient Curse","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Transient+Curse","/Transient+Curse","Limb of the victim of a curse. Temporary curse allows engagement with ghosts.The only way to fight back against ghosts, who are cursed beings, is to become cursed oneself.The safest method, however dreadful, is to cut off an arm of the dead.","ok_blockquote"
"263","Twin Humanities","ITEMS","Consumables","https://darksouls.wiki.fextralife.com/Twin+Humanities","/Twin+Humanities","Rare tiny black sprite found on corpses. Very unusual twin humanity. Use to gain 2 humanity and restore a large amount of HP.This black sprite is called humanity, but little is known about its true nature.If the soul is the source of all life, then what distinction is left for humanity?","ok_blockquote"
"264","Chaos Flame Ember","ITEMS","Embers","https://darksouls.wiki.fextralife.com/Chaos+Flame+Ember","/Chaos+Flame+Ember","Ember required for weapon ascension. Chaos Flame Ember is an art of the lost city of Izalith. Handled only by blacksmiths knowledgeable in ancient methods. Ascends +5 flame weapon to chaos weapon. (chaos weapon can be reinforced to +5) Chaos weapons are demon weapons augmented by humanity which inflict fire damage.","ok_blockquote"
